technique,review_id,review_text,true_label,predicted_label,correct,success,retry_count,retry_reasons,extraction_reason,execution_time
role-based,206,L'écologie c'est un peu le Arte de la politique : tout le monde trouve ça génial mais personne ne ve...,2,0,False,True,0,,Sentiment: X pattern match,1.004875898361206
combined,206,L'écologie c'est un peu le Arte de la politique : tout le monde trouve ça génial mais personne ne ve...,2,0,False,True,0,,Direct digit match,0.84590744972229
zero-shot,37,Fatima Jardim : l'Afrique a besoin d'argent pour la transition énergétique - et pas seulement de pan...,1,1,True,True,0,,Direct digit match,1.0908868312835693
few-shot,37,Fatima Jardim : l'Afrique a besoin d'argent pour la transition énergétique - et pas seulement de pan...,1,1,True,True,0,,Sentiment: X pattern match,0.6733603477478027
few-shot-real,37,Fatima Jardim : l'Afrique a besoin d'argent pour la transition énergétique - et pas seulement de pan...,1,1,True,True,0,,Sentiment: X pattern match,0.8048610687255859
chain-of-thought,37,Fatima Jardim : l'Afrique a besoin d'argent pour la transition énergétique - et pas seulement de pan...,1,1,True,True,0,,Sentiment: X pattern match,4.097957134246826
role-based,37,Fatima Jardim : l'Afrique a besoin d'argent pour la transition énergétique - et pas seulement de pan...,1,1,True,True,0,,Direct digit match,0.6868081092834473
combined,37,Fatima Jardim : l'Afrique a besoin d'argent pour la transition énergétique - et pas seulement de pan...,1,1,True,True,0,,Direct digit match,0.7204859256744385
zero-shot,128,Le #Tchad opte pour les énergies renouvelables: http,2,1,False,True,0,,Direct digit match,0.7264115810394287
few-shot,128,Le #Tchad opte pour les énergies renouvelables: http,2,1,False,True,0,,Direct digit match,1.0801217555999756
few-shot-real,128,Le #Tchad opte pour les énergies renouvelables: http,2,1,False,True,0,,Direct digit match,1.1433401107788086
chain-of-thought,128,Le #Tchad opte pour les énergies renouvelables: http,2,2,True,True,0,,Sentiment: X pattern match,5.194986820220947
role-based,128,Le #Tchad opte pour les énergies renouvelables: http,2,1,False,True,0,,Direct digit match,0.7798655033111572
combined,128,Le #Tchad opte pour les énergies renouvelables: http,2,2,True,True,0,,Sentiment: X pattern match,1.2091736793518066
zero-shot,314,#EnergiesRenouvelables : bien mais peut mieux faire http,2,1,False,True,0,,Sentiment: X pattern match,0.6719000339508057
few-shot,314,#EnergiesRenouvelables : bien mais peut mieux faire http,2,1,False,True,0,,Sentiment: X pattern match,3.270209789276123
few-shot-real,314,#EnergiesRenouvelables : bien mais peut mieux faire http,2,1,False,True,0,,Sentiment: X pattern match,0.7750229835510254
chain-of-thought,314,#EnergiesRenouvelables : bien mais peut mieux faire http,2,0,False,True,0,,Sentiment: X pattern match,2.947323799133301
role-based,314,#EnergiesRenouvelables : bien mais peut mieux faire http,2,1,False,True,0,,Direct digit match,0.6667823791503906
combined,314,#EnergiesRenouvelables : bien mais peut mieux faire http,2,1,False,True,0,,Sentiment: X pattern match,0.9717879295349121
zero-shot,295,Fièvre? Casse le thermomètre! “@ladepechedumidi: Toulouse: les écologistes demandent l'encadrement d...,1,0,False,True,0,,Direct digit match,0.9091353416442871
few-shot,295,Fièvre? Casse le thermomètre! “@ladepechedumidi: Toulouse: les écologistes demandent l'encadrement d...,1,0,False,True,0,,Direct digit match,0.8138055801391602
few-shot-real,295,Fièvre? Casse le thermomètre! “@ladepechedumidi: Toulouse: les écologistes demandent l'encadrement d...,1,1,True,True,0,,Sentiment: X pattern match,0.9372255802154541
chain-of-thought,295,Fièvre? Casse le thermomètre! “@ladepechedumidi: Toulouse: les écologistes demandent l'encadrement d...,1,1,True,True,0,,Sentiment: X pattern match,4.663187503814697
role-based,295,Fièvre? Casse le thermomètre! “@ladepechedumidi: Toulouse: les écologistes demandent l'encadrement d...,1,1,True,True,0,,Sentiment: X pattern match,0.7016830444335938
combined,295,Fièvre? Casse le thermomètre! “@ladepechedumidi: Toulouse: les écologistes demandent l'encadrement d...,1,1,True,True,0,,Sentiment: X pattern match,0.8296399116516113
zero-shot,227,"@user: Suspension de l'écotaxe poids lourds: le gouvernement recule. Royal, qui pourfend ""l'écologie...",2,1,False,True,0,,Sentiment: X pattern match,1.2387950420379639
few-shot,227,"@user: Suspension de l'écotaxe poids lourds: le gouvernement recule. Royal, qui pourfend ""l'écologie...",2,1,False,True,0,,Sentiment: X pattern match,0.7575223445892334
few-shot-real,227,"@user: Suspension de l'écotaxe poids lourds: le gouvernement recule. Royal, qui pourfend ""l'écologie...",2,0,False,True,0,,Sentiment: X pattern match,1.1667602062225342
chain-of-thought,227,"@user: Suspension de l'écotaxe poids lourds: le gouvernement recule. Royal, qui pourfend ""l'écologie...",2,0,False,True,0,,Sentiment: X pattern match,4.027517080307007
role-based,227,"@user: Suspension de l'écotaxe poids lourds: le gouvernement recule. Royal, qui pourfend ""l'écologie...",2,1,False,True,0,,Sentiment: X pattern match,0.7595405578613281
combined,227,"@user: Suspension de l'écotaxe poids lourds: le gouvernement recule. Royal, qui pourfend ""l'écologie...",2,0,False,True,0,,Sentiment: X pattern match,0.8459620475769043
zero-shot,118,Arctic ice cap has grown 63% since 2012 http http Réchauffement climatique? #plq @user,1,1,True,True,0,,Direct digit match,0.6754310131072998
few-shot,118,Arctic ice cap has grown 63% since 2012 http http Réchauffement climatique? #plq @user,1,1,True,True,0,,Sentiment: X pattern match,0.7841892242431641
few-shot-real,118,Arctic ice cap has grown 63% since 2012 http http Réchauffement climatique? #plq @user,1,1,True,True,0,,Sentiment: X pattern match,0.7214114665985107
chain-of-thought,118,Arctic ice cap has grown 63% since 2012 http http Réchauffement climatique? #plq @user,1,1,True,True,0,,Sentiment: X pattern match,3.912087917327881
role-based,118,Arctic ice cap has grown 63% since 2012 http http Réchauffement climatique? #plq @user,1,1,True,True,0,,Direct digit match,0.737666130065918
combined,118,Arctic ice cap has grown 63% since 2012 http http Réchauffement climatique? #plq @user,1,1,True,True,0,,Sentiment: X pattern match,1.0138092041015625
zero-shot,82,Évaluation de stratégies d'adaptation de la #ville au #changement #climatique publication du rapport...,1,1,True,True,0,,Direct digit match,0.683476448059082
few-shot,82,Évaluation de stratégies d'adaptation de la #ville au #changement #climatique publication du rapport...,1,1,True,True,0,,Direct digit match,0.8053760528564453
few-shot-real,82,Évaluation de stratégies d'adaptation de la #ville au #changement #climatique publication du rapport...,1,1,True,True,0,,Direct digit match,1.8492188453674316
chain-of-thought,82,Évaluation de stratégies d'adaptation de la #ville au #changement #climatique publication du rapport...,1,1,True,True,0,,Sentiment: X pattern match,3.547746419906616
role-based,82,Évaluation de stratégies d'adaptation de la #ville au #changement #climatique publication du rapport...,1,1,True,True,0,,Direct digit match,0.6553187370300293
combined,82,Évaluation de stratégies d'adaptation de la #ville au #changement #climatique publication du rapport...,1,1,True,True,0,,Sentiment: X pattern match,0.7823536396026611
zero-shot,185,"Je suis consultant pour les éoliennes, notamment en Allemagne (Rostock) et j'assure qu'en France, le...",2,1,False,True,0,,Direct digit match,0.726736307144165
few-shot,185,"Je suis consultant pour les éoliennes, notamment en Allemagne (Rostock) et j'assure qu'en France, le...",2,1,False,True,0,,Sentiment: X pattern match,1.2621889114379883
few-shot-real,185,"Je suis consultant pour les éoliennes, notamment en Allemagne (Rostock) et j'assure qu'en France, le...",2,1,False,True,0,,Sentiment: X pattern match,0.7825126647949219
chain-of-thought,185,"Je suis consultant pour les éoliennes, notamment en Allemagne (Rostock) et j'assure qu'en France, le...",2,1,False,True,0,,Sentiment: X pattern match,2.786916971206665
role-based,185,"Je suis consultant pour les éoliennes, notamment en Allemagne (Rostock) et j'assure qu'en France, le...",2,1,False,True,0,,Sentiment: X pattern match,3.681804895401001
combined,185,"Je suis consultant pour les éoliennes, notamment en Allemagne (Rostock) et j'assure qu'en France, le...",2,1,False,True,0,,Sentiment: X pattern match,0.9532239437103271
zero-shot,139,"@user Sortir du nucléaire oui, à condition d'avoir des nouvelles énergies plus écologiques, Cécile D...",1,1,True,True,0,,Direct digit match,2.1086113452911377
few-shot,139,"@user Sortir du nucléaire oui, à condition d'avoir des nouvelles énergies plus écologiques, Cécile D...",1,1,True,True,0,,Sentiment: X pattern match,1.0137507915496826
few-shot-real,139,"@user Sortir du nucléaire oui, à condition d'avoir des nouvelles énergies plus écologiques, Cécile D...",1,1,True,True,0,,Direct digit match,0.8435924053192139
chain-of-thought,139,"@user Sortir du nucléaire oui, à condition d'avoir des nouvelles énergies plus écologiques, Cécile D...",1,2,False,True,0,,Sentiment: X pattern match,4.04685115814209
role-based,139,"@user Sortir du nucléaire oui, à condition d'avoir des nouvelles énergies plus écologiques, Cécile D...",1,1,True,True,0,,Direct digit match,0.688715934753418
combined,139,"@user Sortir du nucléaire oui, à condition d'avoir des nouvelles énergies plus écologiques, Cécile D...",1,1,True,True,0,,Sentiment: X pattern match,0.8828604221343994
zero-shot,21,"#Ecologie : Désolé @user mais le biocarburant, c'est de la merde. http",0,0,True,True,0,,Sentiment: X pattern match,1.018449306488037
few-shot,21,"#Ecologie : Désolé @user mais le biocarburant, c'est de la merde. http",0,0,True,True,0,,Sentiment: X pattern match,0.8616955280303955
few-shot-real,21,"#Ecologie : Désolé @user mais le biocarburant, c'est de la merde. http",0,0,True,True,0,,Sentiment: X pattern match,0.7145578861236572
chain-of-thought,21,"#Ecologie : Désolé @user mais le biocarburant, c'est de la merde. http",0,0,True,True,0,,Sentiment: X pattern match,3.34777569770813
role-based,21,"#Ecologie : Désolé @user mais le biocarburant, c'est de la merde. http",0,0,True,True,0,,Sentiment: X pattern match,0.775460958480835
combined,21,"#Ecologie : Désolé @user mais le biocarburant, c'est de la merde. http",0,0,True,True,0,,Sentiment: X pattern match,0.8909714221954346
zero-shot,127,l'éolien volant : des éoliennes en altitude http,1,1,True,True,0,,Direct digit match,0.6701045036315918
few-shot,127,l'éolien volant : des éoliennes en altitude http,1,1,True,True,0,,Sentiment: X pattern match,1.0258169174194336
few-shot-real,127,l'éolien volant : des éoliennes en altitude http,1,1,True,True,0,,Sentiment: X pattern match,0.8781716823577881
chain-of-thought,127,l'éolien volant : des éoliennes en altitude http,1,1,True,True,0,,Sentiment: X pattern match,2.790388584136963
role-based,127,l'éolien volant : des éoliennes en altitude http,1,1,True,True,0,,Direct digit match,0.709043025970459
combined,127,l'éolien volant : des éoliennes en altitude http,1,1,True,True,0,,Sentiment: X pattern match,0.7074489593505859
zero-shot,155,On veut la photo absolument!! @user: Réchauffement de la planète : Schwarzenegger sera reçu par Holl...,2,1,False,True,0,,Direct digit match,0.6058063507080078
few-shot,155,On veut la photo absolument!! @user: Réchauffement de la planète : Schwarzenegger sera reçu par Holl...,2,1,False,True,0,,Sentiment: X pattern match,1.2076115608215332
few-shot-real,155,On veut la photo absolument!! @user: Réchauffement de la planète : Schwarzenegger sera reçu par Holl...,2,1,False,True,0,,Sentiment: X pattern match,0.7873287200927734
chain-of-thought,155,On veut la photo absolument!! @user: Réchauffement de la planète : Schwarzenegger sera reçu par Holl...,2,1,False,True,0,,Sentiment: X pattern match,4.664361953735352
role-based,155,On veut la photo absolument!! @user: Réchauffement de la planète : Schwarzenegger sera reçu par Holl...,2,1,False,True,0,,Direct digit match,0.9339239597320557
combined,155,On veut la photo absolument!! @user: Réchauffement de la planète : Schwarzenegger sera reçu par Holl...,2,1,False,True,0,,Sentiment: X pattern match,0.766638994216919
zero-shot,190,"Nouvelle centrale photovoltaïque à Fukushima, dans la zone prête à ... - bulletins-electroniques htt...",1,1,True,True,0,,Direct digit match,0.7940506935119629
few-shot,190,"Nouvelle centrale photovoltaïque à Fukushima, dans la zone prête à ... - bulletins-electroniques htt...",1,1,True,True,0,,Sentiment: X pattern match,0.9451422691345215
few-shot-real,190,"Nouvelle centrale photovoltaïque à Fukushima, dans la zone prête à ... - bulletins-electroniques htt...",1,2,False,True,0,,Sentiment: X pattern match,1.1373143196105957
chain-of-thought,190,"Nouvelle centrale photovoltaïque à Fukushima, dans la zone prête à ... - bulletins-electroniques htt...",1,2,False,True,0,,Sentiment: X pattern match,4.1008734703063965
role-based,190,"Nouvelle centrale photovoltaïque à Fukushima, dans la zone prête à ... - bulletins-electroniques htt...",1,1,True,True,0,,Direct digit match,0.8129661083221436
combined,190,"Nouvelle centrale photovoltaïque à Fukushima, dans la zone prête à ... - bulletins-electroniques htt...",1,2,False,True,0,,Sentiment: X pattern match,1.0927324295043945
zero-shot,222,"#DirectAN #PLTECV Brottes : ""la chaleur est souvent le grand oublié des énergies renouvelables"" 38% ...",0,1,False,True,0,,Direct digit match,1.6593360900878906
few-shot,222,"#DirectAN #PLTECV Brottes : ""la chaleur est souvent le grand oublié des énergies renouvelables"" 38% ...",0,1,False,True,0,,Direct digit match,0.9152307510375977
few-shot-real,222,"#DirectAN #PLTECV Brottes : ""la chaleur est souvent le grand oublié des énergies renouvelables"" 38% ...",0,1,False,True,0,,Direct digit match,0.9410610198974609
chain-of-thought,222,"#DirectAN #PLTECV Brottes : ""la chaleur est souvent le grand oublié des énergies renouvelables"" 38% ...",0,1,False,True,0,,Sentiment: X pattern match,6.592845678329468
role-based,222,"#DirectAN #PLTECV Brottes : ""la chaleur est souvent le grand oublié des énergies renouvelables"" 38% ...",0,1,False,True,0,,Direct digit match,0.8427250385284424
combined,222,"#DirectAN #PLTECV Brottes : ""la chaleur est souvent le grand oublié des énergies renouvelables"" 38% ...",0,1,False,True,0,,Sentiment: X pattern match,0.8641393184661865
zero-shot,246,@user Il faut du tps &amp; de la lucidité pour 1 écologiste convaincu de faire le deuil de l'idéal:a...,0,1,False,True,0,,Direct digit match,0.8188464641571045
few-shot,246,@user Il faut du tps &amp; de la lucidité pour 1 écologiste convaincu de faire le deuil de l'idéal:a...,0,1,False,True,0,,Sentiment: X pattern match,0.8397226333618164
few-shot-real,246,@user Il faut du tps &amp; de la lucidité pour 1 écologiste convaincu de faire le deuil de l'idéal:a...,0,1,False,True,0,,Direct digit match,0.6691477298736572
chain-of-thought,246,@user Il faut du tps &amp; de la lucidité pour 1 écologiste convaincu de faire le deuil de l'idéal:a...,0,0,True,True,0,,Sentiment: X pattern match,7.770500659942627
role-based,246,@user Il faut du tps &amp; de la lucidité pour 1 écologiste convaincu de faire le deuil de l'idéal:a...,0,1,False,True,0,,Sentiment: X pattern match,1.0125114917755127
combined,246,@user Il faut du tps &amp; de la lucidité pour 1 écologiste convaincu de faire le deuil de l'idéal:a...,0,1,False,True,0,,Sentiment: X pattern match,0.9421942234039307
zero-shot,257,"Prix Pinocchio du développement durable 2014 : votez ! En 2014, plus personne ou presque ne conteste...",2,1,False,True,0,,Direct digit match,0.8037798404693604
few-shot,257,"Prix Pinocchio du développement durable 2014 : votez ! En 2014, plus personne ou presque ne conteste...",2,1,False,True,0,,Direct digit match,0.888991117477417
few-shot-real,257,"Prix Pinocchio du développement durable 2014 : votez ! En 2014, plus personne ou presque ne conteste...",2,1,False,True,0,,Direct digit match,0.715111494064331
chain-of-thought,257,"Prix Pinocchio du développement durable 2014 : votez ! En 2014, plus personne ou presque ne conteste...",2,1,False,True,0,,Sentiment: X pattern match,5.140398263931274
role-based,257,"Prix Pinocchio du développement durable 2014 : votez ! En 2014, plus personne ou presque ne conteste...",2,1,False,True,0,,Direct digit match,0.9370377063751221
combined,257,"Prix Pinocchio du développement durable 2014 : votez ! En 2014, plus personne ou presque ne conteste...",2,1,False,True,0,,Direct digit match,2.712721109390259
zero-shot,78,"#Valls démontre combien les politiques écologiques #Duflot devenant #Pinel, manquent totalement de p...",0,0,True,True,0,,Direct digit match,0.9475898742675781
few-shot,78,"#Valls démontre combien les politiques écologiques #Duflot devenant #Pinel, manquent totalement de p...",0,0,True,True,0,,Sentiment: X pattern match,0.8880836963653564
few-shot-real,78,"#Valls démontre combien les politiques écologiques #Duflot devenant #Pinel, manquent totalement de p...",0,0,True,True,0,,Sentiment: X pattern match,0.9348142147064209
chain-of-thought,78,"#Valls démontre combien les politiques écologiques #Duflot devenant #Pinel, manquent totalement de p...",0,0,True,True,0,,Sentiment: X pattern match,7.092007160186768
role-based,78,"#Valls démontre combien les politiques écologiques #Duflot devenant #Pinel, manquent totalement de p...",0,0,True,True,0,,Direct digit match,0.8089971542358398
combined,78,"#Valls démontre combien les politiques écologiques #Duflot devenant #Pinel, manquent totalement de p...",0,0,True,True,0,,Sentiment: X pattern match,0.7794671058654785
zero-shot,84,"#PPD ""L'écotaxe vient d'être supprimée par Ségolène Royal, c'était pourtant un texte défendu par les...",0,0,True,True,0,,Direct digit match,1.1757497787475586
few-shot,84,"#PPD ""L'écotaxe vient d'être supprimée par Ségolène Royal, c'était pourtant un texte défendu par les...",0,0,True,True,0,,Sentiment: X pattern match,0.9580559730529785
few-shot-real,84,"#PPD ""L'écotaxe vient d'être supprimée par Ségolène Royal, c'était pourtant un texte défendu par les...",0,0,True,True,0,,Direct digit match,1.016068696975708
chain-of-thought,84,"#PPD ""L'écotaxe vient d'être supprimée par Ségolène Royal, c'était pourtant un texte défendu par les...",0,0,True,True,0,,Sentiment: X pattern match,3.7589423656463623
role-based,84,"#PPD ""L'écotaxe vient d'être supprimée par Ségolène Royal, c'était pourtant un texte défendu par les...",0,0,True,True,0,,Sentiment: X pattern match,0.8107731342315674
combined,84,"#PPD ""L'écotaxe vient d'être supprimée par Ségolène Royal, c'était pourtant un texte défendu par les...",0,0,True,True,0,,Sentiment: X pattern match,2.6427512168884277
zero-shot,91,"""RT @user: Tout l'écosystème #socialmedia en une image ! http via @user #CM http",1,1,True,True,0,,Direct digit match,1.1003596782684326
few-shot,91,"""RT @user: Tout l'écosystème #socialmedia en une image ! http via @user #CM http",1,1,True,True,0,,Sentiment: X pattern match,0.8340301513671875
few-shot-real,91,"""RT @user: Tout l'écosystème #socialmedia en une image ! http via @user #CM http",1,1,True,True,0,,Direct digit match,0.8251056671142578
chain-of-thought,91,"""RT @user: Tout l'écosystème #socialmedia en une image ! http via @user #CM http",1,1,True,True,0,,Sentiment: X pattern match,7.355678081512451
role-based,91,"""RT @user: Tout l'écosystème #socialmedia en une image ! http via @user #CM http",1,1,True,True,0,,Direct digit match,0.7838039398193359
combined,91,"""RT @user: Tout l'écosystème #socialmedia en une image ! http via @user #CM http",1,1,True,True,0,,Direct digit match,0.7854335308074951
zero-shot,119,Premier fruit de greenwin !!! Un projet qui révolutionne le traitement des déchets http,2,2,True,True,0,,Sentiment: X pattern match,1.6462459564208984
few-shot,119,Premier fruit de greenwin !!! Un projet qui révolutionne le traitement des déchets http,2,2,True,True,0,,Sentiment: X pattern match,5.108814477920532
few-shot-real,119,Premier fruit de greenwin !!! Un projet qui révolutionne le traitement des déchets http,2,2,True,True,0,,Sentiment: X pattern match,0.9041602611541748
chain-of-thought,119,Premier fruit de greenwin !!! Un projet qui révolutionne le traitement des déchets http,2,2,True,True,0,,Sentiment: X pattern match,2.585434675216675
role-based,119,Premier fruit de greenwin !!! Un projet qui révolutionne le traitement des déchets http,2,2,True,True,0,,Direct digit match,0.8640587329864502
combined,119,Premier fruit de greenwin !!! Un projet qui révolutionne le traitement des déchets http,2,2,True,True,0,,Sentiment: X pattern match,0.7880616188049316
zero-shot,66,Un groupe écologiste s'inquiète du sort des parcs nationaux: Un groupe environnemental dénonce l'éta...,0,0,True,True,0,,Direct digit match,0.8307197093963623
few-shot,66,Un groupe écologiste s'inquiète du sort des parcs nationaux: Un groupe environnemental dénonce l'éta...,0,0,True,True,0,,Sentiment: X pattern match,1.0670390129089355
few-shot-real,66,Un groupe écologiste s'inquiète du sort des parcs nationaux: Un groupe environnemental dénonce l'éta...,0,0,True,True,0,,Direct digit match,0.9444766044616699
chain-of-thought,66,Un groupe écologiste s'inquiète du sort des parcs nationaux: Un groupe environnemental dénonce l'éta...,0,0,True,True,0,,Sentiment: X pattern match,2.8571345806121826
role-based,66,Un groupe écologiste s'inquiète du sort des parcs nationaux: Un groupe environnemental dénonce l'éta...,0,0,True,True,0,,Direct digit match,0.6037325859069824
combined,66,Un groupe écologiste s'inquiète du sort des parcs nationaux: Un groupe environnemental dénonce l'éta...,0,0,True,True,0,,Sentiment: X pattern match,1.0386075973510742
zero-shot,270,"Par contre comme à chaque fois que je regarde un film sur des activistes écologiques, je suis actuel...",0,0,True,True,0,,Sentiment: X pattern match,1.0506033897399902
few-shot,270,"Par contre comme à chaque fois que je regarde un film sur des activistes écologiques, je suis actuel...",0,0,True,True,0,,Sentiment: X pattern match,0.9739224910736084
few-shot-real,270,"Par contre comme à chaque fois que je regarde un film sur des activistes écologiques, je suis actuel...",0,0,True,True,0,,Sentiment: X pattern match,3.520474910736084
chain-of-thought,270,"Par contre comme à chaque fois que je regarde un film sur des activistes écologiques, je suis actuel...",0,0,True,True,0,,Sentiment: X pattern match,2.2924797534942627
role-based,270,"Par contre comme à chaque fois que je regarde un film sur des activistes écologiques, je suis actuel...",0,0,True,True,0,,Direct digit match,0.6801929473876953
combined,270,"Par contre comme à chaque fois que je regarde un film sur des activistes écologiques, je suis actuel...",0,0,True,True,0,,Sentiment: X pattern match,0.8846898078918457
zero-shot,225,"@user les dynamos et éoliennes ne stockent pas l'énergie produite, c'est domage",0,0,True,True,0,,Direct digit match,0.7992038726806641
few-shot,225,"@user les dynamos et éoliennes ne stockent pas l'énergie produite, c'est domage",0,0,True,True,0,,Sentiment: X pattern match,0.7132568359375
few-shot-real,225,"@user les dynamos et éoliennes ne stockent pas l'énergie produite, c'est domage",0,0,True,True,0,,Sentiment: X pattern match,0.7190916538238525
chain-of-thought,225,"@user les dynamos et éoliennes ne stockent pas l'énergie produite, c'est domage",0,0,True,True,0,,Sentiment: X pattern match,2.85386061668396
role-based,225,"@user les dynamos et éoliennes ne stockent pas l'énergie produite, c'est domage",0,0,True,True,0,,Direct digit match,0.7561829090118408
combined,225,"@user les dynamos et éoliennes ne stockent pas l'énergie produite, c'est domage",0,0,True,True,0,,Sentiment: X pattern match,1.204979658126831
zero-shot,86,Découvrez des #éoliennes volantes et des cerfs-volants capables de produire de l'#électricité http #...,2,1,False,True,0,,Sentiment: X pattern match,1.0421497821807861
few-shot,86,Découvrez des #éoliennes volantes et des cerfs-volants capables de produire de l'#électricité http #...,2,1,False,True,0,,Sentiment: X pattern match,1.1149554252624512
few-shot-real,86,Découvrez des #éoliennes volantes et des cerfs-volants capables de produire de l'#électricité http #...,2,2,True,True,0,,Sentiment: X pattern match,1.402454137802124
chain-of-thought,86,Découvrez des #éoliennes volantes et des cerfs-volants capables de produire de l'#électricité http #...,2,2,True,True,0,,Sentiment: X pattern match,3.88066029548645
role-based,86,Découvrez des #éoliennes volantes et des cerfs-volants capables de produire de l'#électricité http #...,2,2,True,True,0,,Sentiment: X pattern match,1.4301917552947998
combined,86,Découvrez des #éoliennes volantes et des cerfs-volants capables de produire de l'#électricité http #...,2,2,True,True,0,,Sentiment: X pattern match,2.130605936050415
